,order_id,store_id,store_name,store_segment,store_latitude,store_longitude,channel_id,channel_name,channel_type,payment_order_id,payment_method,payment_status,delivery_order_id,delivery_distance_meters,delivery_status,driver_id,driver_modal,driver_type,order_status,order_amount,order_moment_created,order_moment_in_expedition,order_moment_finished,hub_id,hub_name,hub_city,hub_state,hub_latitude,hub_longitude
4729,68863495,955,CIRIROI U CAI ,FOOD,-22.926904,-43.572533,5,FOOD PLACE,MARKETPLACE,68863495,ONLINE,PAID,68863495,2016.0,DELIVERED,9391.0,MOTOBOY,FREELANCE,FINISHED,54.9,2021-01-03 15:46:37,2021-01-03 15:55:36,2021-01-03 16:09:56,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
4730,68863599,2948,GUIRGUES ,FOOD,-25.438766,-49.266532,5,FOOD PLACE,MARKETPLACE,68863599,ONLINE,PAID,68863599,2811.0,DELIVERED,11615.0,MOTOBOY,FREELANCE,FINISHED,23.8,2021-01-03 15:46:52,2021-01-03 16:24:53,2021-01-03 16:34:38,42,PHP SHOPPING,CURITIBA,PR,-25.4381052,-49.266532
4731,68863600,659,IPUPIEMAI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68863600,ONLINE,PAID,68863600,838.0,DELIVERED,15199.0,MOTOBOY,FREELANCE,FINISHED,230.8,2021-01-03 15:46:53,2021-01-03 16:14:08,2021-01-03 16:29:32,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
4732,68863642,955,CIRIROI U CAI ,FOOD,-22.926904,-43.572533,5,FOOD PLACE,MARKETPLACE,68863642,DEBIT,PAID,68863642,4182.0,DELIVERED,14513.0,MOTOBOY,FREELANCE,FINISHED,29.9,2021-01-03 15:47:00,2021-01-03 15:56:20,2021-01-03 16:17:13,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
4733,68863664,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68863664,ONLINE,PAID,68863664,1148.0,DELIVERED,22115.0,MOTOBOY,FREELANCE,FINISHED,143.4,2021-01-03 15:47:02,2021-01-03 16:06:33,2021-01-03 16:28:02,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4734,68863725,2189,RO PISMUAS ,FOOD,-25.438766,-49.266532,5,FOOD PLACE,MARKETPLACE,68863725,ONLINE,PAID,68863725,1801.0,DELIVERED,26319.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,36.0,2021-01-03 15:47:12,2021-01-03 15:59:47,2021-01-03 16:11:19,42,PHP SHOPPING,CURITIBA,PR,-25.4381052,-49.266532
4735,68863790,149,IUMPICA ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68863790,ONLINE,PAID,68863790,1316.0,DELIVERED,9654.0,BIKER,FREELANCE,FINISHED,115.8,2021-01-03 15:47:22,2021-01-03 16:09:33,2021-01-03 16:31:14,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4737,68863795,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68863795,ONLINE,PAID,68863795,1151.0,DELIVERED,5349.0,MOTOBOY,FREELANCE,FINISHED,143.4,2021-01-03 15:47:23,2021-01-03 16:10:01,2021-01-03 16:25:27,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4738,68863909,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68863909,ONLINE,PAID,68863909,2364.0,DELIVERED,3754.0,MOTOBOY,FREELANCE,FINISHED,139.8,2021-01-03 15:47:42,2021-01-03 16:13:14,2021-01-03 16:40:30,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
4739,68863920,955,CIRIROI U CAI ,FOOD,-22.926904,-43.572533,5,FOOD PLACE,MARKETPLACE,68863920,ONLINE,PAID,68863920,2481.0,DELIVERED,14666.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,27.9,2021-01-03 15:47:45,2021-01-03 16:10:58,2021-01-03 16:34:27,51,RUBY SHOPPING,RIO DE JANEIRO,RJ,-22.923675,-43.5677575
4740,68863971,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68863971,ONLINE,PAID,68863971,1156.0,DELIVERED,9231.0,BIKER,FREELANCE,FINISHED,93.9,2021-01-03 15:47:52,2021-01-03 16:05:39,2021-01-03 16:25:55,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
4741,68863973,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68863973,ONLINE,PAID,68863973,2486.0,DELIVERED,25799.0,BIKER,FREELANCE,FINISHED,74.9,2021-01-03 15:47:52,2021-01-03 16:06:19,2021-01-03 16:21:35,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
4742,68864032,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864032,MEAL_BENEFIT,PAID,68864032,274.0,DELIVERED,3364.0,BIKER,FREELANCE,FINISHED,39.8,2021-01-03 15:48:02,2021-01-03 16:06:20,2021-01-03 16:58:16,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4743,68864075,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68864075,ONLINE,PAID,68864075,1523.0,DELIVERED,14059.0,BIKER,FREELANCE,FINISHED,86.1,2021-01-03 15:48:12,2021-01-03 16:11:10,2021-01-03 16:30:53,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
4744,68864078,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68864078,ONLINE,PAID,68864078,2213.0,DELIVERED,7263.0,MOTOBOY,FREELANCE,FINISHED,103.5,2021-01-03 15:48:14,2021-01-03 16:13:49,2021-01-03 16:29:27,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
4745,68864163,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864163,ONLINE,PAID,68864163,2194.0,DELIVERED,313.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,80.25,2021-01-03 15:48:42,2021-01-03 16:30:00,2021-01-03 16:57:41,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4746,68864197,3265,EAVAMI FIGOI ,FOOD,-23.507105,-46.718196999999996,5,FOOD PLACE,MARKETPLACE,68864197,ONLINE,PAID,68864197,2364.0,DELIVERED,14110.0,MOTOBOY,FREELANCE,FINISHED,43.8,2021-01-03 15:48:52,2021-01-03 16:21:24,2021-01-03 16:52:17,37,RIVER SHOPPING,SÃO PAULO,SP,-23.507105,-46.718196999999996
4747,68864211,100,LUPIMUIM ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864211,MEAL_BENEFIT,PAID,68864211,1977.0,DELIVERED,10378.0,MOTOBOY,FREELANCE,FINISHED,45.8,2021-01-03 15:48:54,2021-01-03 16:07:02,2021-01-03 18:09:50,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4748,68864253,1107,SR SIGIRIMI ,FOOD,-23.550407,-46.721291,13,VELOCITY PLACE,MARKETPLACE,68864253,ONLINE,PAID,68864253,5290.0,DELIVERED,10200.0,MOTOBOY,FREELANCE,FINISHED,261.0,2021-01-03 15:49:05,2021-01-03 16:06:02,2021-01-03 16:21:57,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
4750,68864356,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68864356,ONLINE,PAID,68864356,4170.0,DELIVERED,3421.0,MOTOBOY,FREELANCE,FINISHED,82.9,2021-01-03 15:49:32,2021-01-03 16:15:19,2021-01-03 16:41:53,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
4751,68864375,1928,SIZMUO RICAUMS ,FOOD,-25.4351398,-49.3167883,15,EATS PLACE,MARKETPLACE,68864375,ONLINE,PAID,68864375,7196.0,DELIVERED,24584.0,MOTOBOY,FREELANCE,FINISHED,118.0,2021-01-03 15:49:36,2021-01-03 16:03:01,2021-01-03 16:21:02,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
4752,68864393,100,LUPIMUIM ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864393,ONLINE,PAID,68864393,1736.0,DELIVERED,17660.0,BIKER,FREELANCE,FINISHED,62.9,2021-01-03 15:49:40,2021-01-03 16:06:56,2021-01-03 16:32:51,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4753,68864397,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68864397,ONLINE,PAID,68864397,4836.0,DELIVERED,6952.0,MOTOBOY,FREELANCE,FINISHED,204.3,2021-01-03 15:49:42,2021-01-03 16:06:52,2021-01-03 16:37:44,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4754,68864398,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68864398,ONLINE,PAID,68864398,5275.0,DELIVERED,12440.0,MOTOBOY,FREELANCE,FINISHED,107.7,2021-01-03 15:49:42,2021-01-03 16:07:05,2021-01-03 16:49:49,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
4755,68864435,415,IPUPIEMAI ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864435,"VOUCHER, ONLINE",PAID,68864435,1508.0,DELIVERED,6624.0,BIKER,FREELANCE,FINISHED,139.9,2021-01-03 15:49:52,2021-01-03 16:12:09,2021-01-03 17:01:19,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4757,68864438,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68864438,ONLINE,PAID,68864438,3467.0,DELIVERED,25689.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,205.8,2021-01-03 15:49:53,2021-01-03 16:14:37,2021-01-03 16:31:58,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
4758,68864443,977,PRIMZURS RUSMIURIMA U PAZZIRAI ,FOOD,-30.085743,-51.245996999999996,15,EATS PLACE,MARKETPLACE,68864443,ONLINE,PAID,68864443,4301.0,DELIVERED,10614.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,24.0,2021-01-03 15:49:54,2021-01-03 16:07:54,2021-01-03 16:42:27,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
4759,68864489,1928,SIZMUO RICAUMS ,FOOD,-25.4351398,-49.3167883,13,VELOCITY PLACE,MARKETPLACE,68864489,STORE_DIRECT_PAYMENT,PAID,68864489,1642.0,DELIVERED,13453.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,84.0,2021-01-03 15:50:05,2021-01-03 15:51:05,2021-01-03 16:31:12,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
4760,68864512,1984,SUSZAIGA ,FOOD,-25.4412212,-49.27769,5,FOOD PLACE,MARKETPLACE,68864512,ONLINE,PAID,68864512,1528.0,DELIVERED,20248.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,59.9,2021-01-03 15:50:12,2021-01-03 16:16:58,2021-01-03 16:32:54,43,HOTMILK SHOPPING,CURITIBA,PR,-25.4412212,-49.27769
4761,68864513,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68864513,ONLINE,PAID,68864513,3664.0,DELIVERED,19085.0,MOTOBOY,FREELANCE,FINISHED,336.9,2021-01-03 15:50:12,2021-01-03 16:19:09,2021-01-03 16:48:07,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4762,68864604,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68864604,ONLINE,PAID,68864604,6069.0,DELIVERED,26237.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,122.25,2021-01-03 15:50:32,2021-01-03 16:22:51,2021-01-03 16:48:46,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
4763,68864648,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864648,ONLINE,PAID,68864648,741.0,DELIVERED,7868.0,BIKER,FREELANCE,FINISHED,174.7,2021-01-03 15:50:42,2021-01-03 16:46:00,2021-01-03 17:15:51,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4764,68864649,690,EAVAMI FIGOI ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68864649,ONLINE,PAID,68864649,1216.0,DELIVERED,15199.0,MOTOBOY,FREELANCE,FINISHED,74.7,2021-01-03 15:50:43,2021-01-03 16:17:28,2021-01-03 16:41:02,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
4765,68864651,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864651,ONLINE,PAID,68864651,1270.0,DELIVERED,31055.0,BIKER,FREELANCE,FINISHED,76.7,2021-01-03 15:50:43,2021-01-03 16:15:52,2021-01-03 16:46:27,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4766,68864675,648,PIPRU SUIM ,FOOD,-23.622995,-46.699203999999995,5,FOOD PLACE,MARKETPLACE,68864675,ONLINE,PAID,68864675,2815.0,DELIVERED,26274.0,MOTOBOY,FREELANCE,FINISHED,164.02,2021-01-03 15:50:47,2021-01-03 16:06:15,2021-01-03 16:38:26,27,SAMPA SHOPPING,SÃO PAULO,SP,-23.622995,-46.699203999999995
4767,68864708,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68864708,ONLINE,PAID,68864708,1478.0,DELIVERED,28858.0,BIKER,FREELANCE,FINISHED,99.1,2021-01-03 15:50:52,2021-01-03 16:16:06,2021-01-03 16:44:35,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4768,68864786,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68864786,ONLINE,PAID,68864786,1479.0,DELIVERED,28551.0,BIKER,FREELANCE,FINISHED,184.9,2021-01-03 15:51:02,2021-01-03 16:13:12,2021-01-03 16:40:31,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
4769,68864788,1556,PIPRU SUIM ,FOOD,-30.085743,-51.245996999999996,5,FOOD PLACE,MARKETPLACE,68864788,ONLINE,PAID,68864788,6756.0,DELIVERED,7930.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,115.02,2021-01-03 15:51:02,2021-01-03 16:19:48,2021-01-03 17:03:56,36,BLACK SHOPPING,PORTO ALEGRE,RS,-30.085743,-51.245996999999996
4770,68864792,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68864792,ONLINE,PAID,68864792,3855.0,DELIVERED,463.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,187.8,2021-01-03 15:51:02,2021-01-03 16:17:28,2021-01-03 16:43:49,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
4772,68864962,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68864962,ONLINE,PAID,68864962,1147.0,DELIVERED,23558.0,BIKER,FREELANCE,FINISHED,131.9,2021-01-03 15:51:24,2021-01-03 16:24:33,2021-01-03 16:34:25,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
4773,68865132,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68865132,ONLINE,PAID,68865132,486.0,DELIVERED,17035.0,MOTOBOY,FREELANCE,FINISHED,90.8,2021-01-03 15:51:42,2021-01-03 16:14:46,2021-01-03 16:28:03,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
4774,68865134,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68865134,ONLINE,PAID,68865134,5021.0,DELIVERED,28565.0,MOTOBOY,FREELANCE,FINISHED,194.9,2021-01-03 15:51:43,2021-01-03 16:13:45,2021-01-03 16:32:14,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
4777,68865230,416,IUMPICA ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68865230,ONLINE,PAID,68865230,4584.0,DELIVERED,28345.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,139.3,2021-01-03 15:51:52,2021-01-03 16:21:40,2021-01-03 16:43:41,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
4778,68865232,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68865232,ONLINE,PAID,68865232,4301.0,DELIVERED,5555.0,MOTOBOY,FREELANCE,FINISHED,107.35,2021-01-03 15:51:53,2021-01-03 16:19:18,2021-01-03 16:33:45,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4779,68865425,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68865425,ONLINE,PAID,68865425,714.0,DELIVERED,9190.0,BIKER,FREELANCE,FINISHED,117.4,2021-01-03 15:52:12,2021-01-03 16:16:01,2021-01-03 16:29:42,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4781,68865731,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68865731,ONLINE,PAID,68865731,1344.0,DELIVERED,29267.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,123.8,2021-01-03 15:52:43,2021-01-03 16:19:48,2021-01-03 16:37:27,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4782,68865815,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68865815,ONLINE,PAID,68865815,438.0,DELIVERED,7886.0,BIKER,FREELANCE,FINISHED,193.2,2021-01-03 15:52:53,2021-01-03 16:05:46,2021-01-03 16:21:54,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
4784,68865988,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68865988,ONLINE,PAID,68865988,627.0,DELIVERED,938.0,BIKER,FREELANCE,FINISHED,75.9,2021-01-03 15:53:12,2021-01-03 16:21:11,2021-01-03 16:31:12,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
4785,68865995,417,IUMPICA ,FOOD,-22.996848,-43.361197,5,FOOD PLACE,MARKETPLACE,68865995,ONLINE,PAID,68865995,2991.0,DELIVERED,25798.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,107.35,2021-01-03 15:53:12,2021-01-03 16:25:34,2021-01-03 17:01:30,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
4786,68866222,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68866222,"MEAL_BENEFIT, MEAL_BENEFIT",PAID,68866222,1286.0,DELIVERED,23757.0,BIKER,FREELANCE,FINISHED,66.8,2021-01-03 15:53:42,2021-01-03 16:21:42,2021-01-03 18:15:51,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4787,68866222,84,PALLO MZU GRALA,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68866222,"MEAL_BENEFIT, MEAL_BENEFIT",PAID,68866222,1286.0,DELIVERED,28171.0,BIKER,FREELANCE,FINISHED,66.8,2021-01-03 15:53:42,2021-01-03 16:21:42,2021-01-03 18:15:51,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4788,68866410,416,IUMPICA ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68866410,ONLINE,PAID,68866410,1136.0,DELIVERED,17749.0,MOTOBOY,FREELANCE,FINISHED,187.6,2021-01-03 15:54:33,2021-01-03 16:17:33,2021-01-03 16:32:08,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
4789,68866440,53,PAPA SUCIS ,FOOD,-22.921475,-43.234821999999994,5,FOOD PLACE,MARKETPLACE,68866440,ONLINE,PAID,68866440,317.0,DELIVERED,1039.0,BIKER,FREELANCE,FINISHED,39.4,2021-01-03 15:54:42,2021-01-03 16:15:56,2021-01-03 16:36:36,8,GOLDEN SHOPPING,RIO DE JANEIRO,RJ,-22.921475,-43.234774
4790,68866442,707,IUMPICA ,FOOD,-23.579067000000002,-46.594006,5,FOOD PLACE,MARKETPLACE,68866442,ONLINE,PAID,68866442,1138.0,DELIVERED,4256.0,MOTOBOY,FREELANCE,FINISHED,239.2,2021-01-03 15:54:43,2021-01-03 16:13:15,2021-01-03 17:03:09,33,COFFEE SHOPPING,SÃO PAULO,SP,-23.579067000000002,-46.59282
4791,68866480,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68866480,ONLINE,PAID,68866480,4752.0,DELIVERED,26075.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,205.0,2021-01-03 15:54:52,2021-01-03 16:24:38,2021-01-03 16:48:58,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
4792,68866507,416,IUMPICA ,FOOD,-23.550407,-46.721291,5,FOOD PLACE,MARKETPLACE,68866507,ONLINE,PAID,68866507,3283.0,DELIVERED,29557.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,184.9,2021-01-03 15:55:02,2021-01-03 16:13:41,2021-01-03 16:27:29,21,WOLF SHOPPING,SÃO PAULO,SP,-23.550407,-46.6973162
4793,68866514,361,IPUPIEMAI ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68866514,ONLINE,PAID,68866514,288.0,DELIVERED,1405.0,BIKER,FREELANCE,FINISHED,43.5,2021-01-03 15:55:03,2021-01-03 16:15:21,2021-01-03 16:34:04,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
4794,68866597,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68866597,ONLINE,PAID,68866597,4911.0,DELIVERED,16917.0,MOTOBOY,FREELANCE,FINISHED,75.8,2021-01-03 15:55:32,2021-01-03 16:25:05,2021-01-03 16:43:07,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4795,68866606,3070,PIGUE PIPACO ,FOOD,-23.599551,-46.636755,5,FOOD PLACE,MARKETPLACE,68866606,ONLINE,PAID,68866606,920.0,DELIVERED,26104.0,MOTOBOY,FREELANCE,FINISHED,33.9,2021-01-03 15:55:33,2021-01-03 16:03:29,2021-01-03 16:42:42,17,SMALL SHOPPING,SÃO PAULO,SP,-23.592004100000004,-46.636503499999996
4796,68866740,676,IUMPICA ,FOOD,-23.631835,-46.735203000000006,5,FOOD PLACE,MARKETPLACE,68866740,ONLINE,PAID,68866740,2967.0,DELIVERED,8182.0,MOTOBOY,FREELANCE,FINISHED,104.8,2021-01-03 15:56:02,2021-01-03 16:25:01,2021-01-03 16:41:06,31,PAGODE SHOPPING,SÃO PAULO,SP,-23.629826,-46.735203000000006
4798,68866807,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68866807,ONLINE,PAID,68866807,4072.0,DELIVERED,23842.0,MOTOBOY,FREELANCE,FINISHED,133.4,2021-01-03 15:56:13,2021-01-03 16:13:42,2021-01-03 16:32:30,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
4799,68866834,1928,SIZMUO RICAUMS ,FOOD,-25.4351398,-49.3167883,15,EATS PLACE,MARKETPLACE,68866834,ONLINE,PAID,68866834,6397.0,DELIVERED,26343.0,MOTOBOY,LOGISTIC OPERATOR,FINISHED,92.0,2021-01-03 15:56:16,2021-01-03 16:09:00,2021-01-03 16:26:32,44,FORTRAN SHOPPING,CURITIBA,PR,-25.4351398,-49.3167883
4800,68866873,294,PAPA SUCIS ,FOOD,-22.885819899999998,-43.2792183,5,FOOD PLACE,MARKETPLACE,68866873,"VOUCHER, ONLINE",PAID,68866873,3022.0,DELIVERED,13146.0,MOTOBOY,FREELANCE,FINISHED,95.5,2021-01-03 15:56:22,2021-01-03 16:21:20,2021-01-03 16:40:02,13,HIP HOP SHOPPING,RIO DE JANEIRO,RJ,-22.885819899999998,-43.2792183
4802,68866942,1579,ILAVI ,FOOD,-22.996848,-43.359636,5,FOOD PLACE,MARKETPLACE,68866942,ONLINE,PAID,68866942,3166.0,DELIVERED,5435.0,MOTOBOY,FREELANCE,FINISHED,49.91,2021-01-03 15:56:32,2021-01-03 16:23:21,2021-01-03 16:43:07,20,PURPLE SHOPPING,RIO DE JANEIRO,RJ,-22.996848,-43.359636
4803,68866943,658,IUMPICA ,FOOD,-23.561053,-46.558976,5,FOOD PLACE,MARKETPLACE,68866943,ONLINE,PAID,68866943,863.0,DELIVERED,5715.0,BIKER,FREELANCE,FINISHED,46.9,2021-01-03 15:56:32,2021-01-03 16:13:37,2021-01-03 16:23:13,29,SUBWAY SHOPPING,SÃO PAULO,SP,-23.561053,-46.558976
4804,68867118,1037,IUMPICA ,FOOD,-22.97315,-43.370810999999996,5,FOOD PLACE,MARKETPLACE,68867118,ONLINE,PAID,68867118,2699.0,DELIVERED,5037.0,MOTOBOY,FREELANCE,FINISHED,62.9,2021-01-03 15:57:02,2021-01-03 16:19:32,2021-01-03 16:36:37,35,BEACH SHOPPING,RIO DE JANEIRO,RJ,-22.96988,-43.370810999999996
4805,68867120,496,IUMPICA ,FOOD,-23.5630195,-46.652621,5,FOOD PLACE,MARKETPLACE,68867120,ONLINE,PAID,68867120,396.0,DELIVERED,12041.0,BIKER,FREELANCE,FINISHED,174.7,2021-01-03 15:57:03,2021-01-03 16:11:42,2021-01-03 16:20:55,26,SQL SHOPPING,SÃO PAULO,SP,-23.5630195,-46.652621
4806,68867144,357,PILIOU RAS ,FOOD,-23.000753200000002,-43.3837713,5,FOOD PLACE,MARKETPLACE,68867144,ONLINE,PAID,68867144,625.0,DELIVERED,2061.0,BIKER,FREELANCE,FINISHED,49.9,2021-01-03 15:57:05,2021-01-03 16:22:16,2021-01-03 16:30:24,22,COLOR SHOPPING,RIO DE JANEIRO,RJ,-23.000753200000002,-43.3837713
